province,city,office_name,address,phone_numbers,source_url,retrieved_at_utc
تهران,پرديس,پرديس,"واحد دختران پردیس : فاز ۲ میدان امام بلوار ملاصدرا پاساژ کوه نور 
ط دوم پلاک ۸۶- تلفن.۷۶۲۴۱۳۷۰- ۰۹۳۳۰۷۱۵۵۶۸


واحد پسران پردیس:پردیس فاز ۱ میدان عدالت .نبش میدان مجتمع رزمندگان گلستان ساختمان E2طبقه چهارم واحد ۱۸ آموزشگاه خیام پردیس  ۷۶۲۸۵۹۴۹_۰۹۲۱۲۹۵۳۶۲۴",02176292943-02176292931,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,پرند2,پرند2,"دفتر 1:میدان استقلال جنب بانک توسعه تعاون بلوک e ورودی ۵ طبقه ۲ اموزشگاه مطهره قلم چی ۵۶۲۱۸۳۸۵-۵۶۲۱۸۸۷۱-۵۶۲۱۸۸۷۳
دفتر2:پرند خیابان ستاره نبش خیابان کوهستان پلاک 86 اموزشگاه کاوش
56218026-56218613-56218415-56217944
دفتر 3: فاز 1 خیابان البرز جنوبی نبش زردکوه ششم پلاک 36 تلفن 56219324",56218026-56218613-56218415-56217944,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,تهران جنوب و مرکز,تهران جنوب و مرکز (انقلاب),خیابان انقلاب  تقاطع فلسطین نرسیده به صبا پلاک 1015,02166962400-02166951521-02166951522-02166951523,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,تهران شرق,تهران شرق  (رسالت و دردشت),"واحد دختران شرق: بزرگراه رسالت، خیابان حیدرخانی، خیابان ملک لو ،پلاک ۱۵۸ 

واحد پسران شرق :  بزرگراه رسالت - شرق به غرب - بعد از ایستگاه مترو علم و صنعت - بعد از خیابان حیدرخانی - پلاک 547",دختران (02177205771 - 02177452838) -پسران (02177452431-02177454512),https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,تهران شمال,تهران شمال (سیدخندان),تهران شمال-ضلع جنوب غربی پل سید خندان- انتهای خیابان میر مطهری- جنب بانک ملت - ساختمان شماره 12,02188511260-02188511261-02188519165-02188511397,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,تهران شمال,تهران شمال (شریعتی),خیابان شريعتی، 400 متر بالاتر از مترو قيطريه، ساختمان ۱۷۷۵، پلاک ۱۸۲۹,02122200069 - 02122247111 - 02126429847,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,تهران غرب,تهران غرب (صادقیه),تهران غرب -  فلکه2صادقیه پشت پارک استقلال خیابان گلستان یکم پلاک5 طبقه2,-02144042716-02144058323-02144059668,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,دماوند,دماوند,گیلاوند بلوار شهید بهشتی رو به روی پاساژ یوتا شماره تماس: ۰۲۱۷۶۳۰۲۹۸۵,۰۲۱۷۶۳۰۲۹۸۵,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,رباط كريم,رباط كريم,"دفتر 1 : بلوار امام خمینی خیابان نیروی انتظامی جنب انتظام سوم پلاک 103 آموزشگاه مطهره




دفتر 2:  بلوار اصلی ( امام خمینی) روبروی بانک ملت دفتر کانون فرهنگی آموزش",56215654-56212926-56213923-56215761-56215762,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,رودهن,رودهن,"واحد پسران : رودهن روبروی بانک صادرات طبقه ی دوم آموزشگاه خیام رودهن

واحد دختران : فاز ۲ میدان امام بلوار ملاصدرا پاساژ کوه نور 
ط دوم پلاک ۸۶- تلفن.۷۶۲۴۱۳۷۰- ۰۹۳۳۰۷۱۵۵۶۸",02176502905-02176500994-02176514062-02176502905,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,شهر قدس,شهر قدس,"دختران : میدان قدس - ابتدای بلوار امام خمینی - ساختمان رویال - ط اول 
۴۶۸۸۰۷۰۰
۴۶۸۲۵۰۰۲
پسران : بلوار ۴۵ متری انقلاب - روبروی پارک آزادگان- ابتدای خ کشاورز - ساختمان رز آبی - ورودی B - ط دوم
۴۶۸۱۳۰۰۰
۴۶۸۳۷۱۸۱",۴۶۸۳۷۱۸۱-۴۶۸۱۳۰۰۰-۴۶۸۲۵۰۰۲-۴۶۸۸۰۷۰۰,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,شهرري,شهرري پسران,شهرری خ فداییان اسلام رو به روی پمپ بنزین جنب بیمه حسین اباد پ۲۹۴ اموزشگاه عرفان,02155901895-02155918826-02155971897-02155971896,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,شهرري,شهرري دختران,تهران شهرری میدان شهرری خیابان قم خیابان شهید غیبی مجتمع دکتر حسابی,02155973808-02155965793,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,شهريار,شهريار,1 - شهریار-خ ولیعصر-روبروی بیمارستان امام سجاد ع - طبقه فوقانی پاساژ تهرانی 2-شهرجدیداندیشه نبش میدان ورودی اصلی فاز3,02165559265-02165565460-02165220407-02165229374,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,فيروزكوه,فيروزكوه,فیروزکوه - خیابان پاسداران - پایین تر از پمپ بنزین - کوی فاطمیه - پلاک 4,02166402025-02176445966-02176445966-02176444144,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,قصرفیروزه,قصرفیروزه,"اتوبان بسیج ، جنب بیمارستان بعثت، شهرک شهید شجاعی مجتمع فرهنگی شهید شجاعی 
اتوبان بسیج، ١٥ متری چهارم افسریه، شهرک شهید بهشتی نرسیده به اتکا، فرهنگسرای شهید بهشتی",۳۳۲۳۴۲۰۰ - ۳۳۲۳۴۹۱۲-٣٣٨٠٩٦٨١ - ٣٣٦٥١٠٠٦,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,لواسان,لواسان,لواسان کوجک  خیابان معلم نبش گل چمن پلاک64,02126544680-02126549551-02126540216,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,مشيريه,مشيريه,مشیریه - خیابان سی متری صالحی چهارراه دوم خیابان مطلبی شرقی پلاک 42,02133470967-02136641026-02133470121-02136641363,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,ملارد,ملارد,"ملارد مارلیک میدان گلها ابتدای خیابان کسری جنب داروخانه شبانه روزی مجتمع تجاری کاخ طبقه اول 

ملارد،مارلیک،خیابان دکتر حسابی روبه روی بلوار آرش جنب بانک ملی",02165150005-02165155665-02165103485-02165103486,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,نسیم شهر,نسیم شهر,"خیابان امام خمینی بین بانک مسکن و کلانتری کوچه مدرسه پلاک 5
02156766772
خیابان امام خمینی بین خیابان اول و دوم رو به روی پلیس +10 موسسه ستارگان
02156784800",56766772-56784800,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
تهران,ورامين,ورامين,ورامین بلوار ش باهنر ایستگاه سیلو آموزشگاه بیان و دهخدا,02136242048-02136242862-02136240142-02136247500,https://www.kanoon.ir/City/Agencies?state=1,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,بروجن,بروجن,بروجن فلکه شهید کوچه اعتمادی مطب سابق دکتراخلاصی,34237310-34237312-34232825-34235865,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,بن,بن,بن خیابان امام خمینی کوچه ۹ پلاک ۴,03833726232,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,سامان,سامان,سامان - خیابان عمان- بالاتر از مدرسه دکتر شریعتی - طبقه همکف - کانون فرهنگی آموزش - نمایندگی سامان,03833523985-03833525604-03833525604,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,شهركرد,شهركرد,بلوار کاشانی،حدفاصل میدان آیت الله دهکردی و چهاراره طالقانی، نبش کوچه 64 پلاک 1,03832251851-03832221011-03832221012-03832244830,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,فارسان,فارسان,فارسان خیابان طالقانی بالاتر از چهاراه امیر کبیر روبروی بوستان غدیر,03833221002-03833220069-03833231101-03833227138,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,فرخ شهر,فرخ شهر,فرخ شهر  بلوار ولی عصر نرسیده به چهار راه حافظ,03832425100-03832421020-03832429099,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,فلارد,فلارد,استان چهار محال وبختیاری شهرستان لردگان  منطقه فلارد شهر مالخلیفه خیابان بسیج کانون بعثت مالخلیفه,09130247515-03834482368-09134808928-09132817515,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,كيار,كيار,شهرستان کیار شلمزار خیابان انقلاب پلاک 123,03832624037-09131853951-03832624222,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,لردگان,لردگان,چهارراه معلم خیابان دادگستری نرسیده به دادگاه دفتر نمایندگی کانون فرهنگی آموزش لردگان,03834443698-09140861105-03834443698-09133843795,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,هفشجان,هفشجان,چهارمحال و بختیاری - شهرکرد - هفشجان -خیابان کاشانی- نبش خیابان بعثت- روبه روی پاساژ نظر,09139831770-09134290799,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
چهارمحال و بختیاری,کيان,کيان,شهرکیان میدان پیامبر اعظم ص ساختمان دبستان پزوهش,03833323839,https://www.kanoon.ir/City/Agencies?state=20,2026-09-18T12:23:00+00:00
خراسان جنوبی,بشرويه,بشرويه,خراسان جنوبی-بشرویه-بلوار انقلاب- انقلاب 13-روبروی مسجدامیرالمومنین,05632785366-05632785007-09153353800-09381563729,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان جنوبی,بيرجند,بيرجند,بیرجند-میدان سوم مدرس-سیدجمال الدین اسدآبادی-نرسیده به میدان توحید-پلاک17-کانون فرهنگی آموزش,05632458267 05632458202,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان جنوبی,سرايان,سرايان,سرایان:امام خمینی14- بازار میثم-روبه روی ساندویچی سبحان,05632883141-05632882801-05632882801-05632883141,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان جنوبی,سربيشه,سربيشه,"سربیشه-نبش مطهری 19 و دفتر دوم
اسدیه- نبش آزادگان 2",05632662275-05632122283-09154407617,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان جنوبی,فردوس,فردوس,فردوس خیابان امام خمینی ابتدای خیابان قائم کانون فرهنگی آموزش کدپستی9771994447,05632721246-05632721251-09153356609,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان جنوبی,قائن,قائن,قاین-میدان مبارزان(ترمینال) کوچه شهید شیرودی روبروی شیرودی ۳,۰۵۶۳۲۵۲۷۳۶۰-۳۲۵۲۷۳۶۱-۰۹۱۲۵۳۴۳۲۸۷-۰۹۱۵۱۶۲۵۶۹۱,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان جنوبی,نهبندان,نهبندان,میدان غدیر - خیابان هاشمپور-  کانون فرهنگی آموزش قلم چی,05632620774-05632626228-05632626228-05632620774,https://www.kanoon.ir/City/Agencies?state=30,2026-09-18T12:23:00+00:00
خراسان رضوی,بجستان,بجستان,خراسان رضوی- شهرستان بجستان-خیابان کشاورز-کانون فرهنگی آموزش,09153752240-05156523332-05156525553-05156523332,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,تايباد,تايباد,شهرک امام حسین- نبش گلستان9- پلاک25,05154548037-05154548038,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,تربت جام,تربت جام,خراسان رضوی - شهرستان تربت جام - خ قرض الحسنه المهدی - مدرس 14 - پلاک 165 - کانون فرهنگی آموزش قلم چی,05152541505-05152533005-05152534600-05152533005,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,تربت حيدريه,تربت حيدريه,تربت حیدریه خیابان باغملی بعد از مطهری 9 طبقه بالا پاساژمسعود- پلاک 73  گناباد خیابان امام خمینی - بین امام خمینی 4 و 6 فیض آبادجنب کتابخانه بهشتی,05152242439-05152225089-05152225089-05157250696,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,چناران,چناران,بلوار طالقانی - خیابان طالقانی 9 - کانون فرهنگی آموزش,05146132338-05146122553-05146122190-05146131424,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,خواف,خواف,خراسان رضوی-شهرستان خواف-خیابان حافظ ابرو - نرسیده به چهارراه فاطمه الزهرا,05154228566-09157103090-09155322622-09153325546,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,در‌گز,در‌گز,درگز-خیابان پنجراه فرمانداری-خیابان فرعی طالقانی روبروی غیر انتفاعی اختران -دفتر کانون فرهنگی آموزش,05146230400-05146222882-05146231655,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,سبزوار,سبزوار,سبزوار خ کاشفی شمالی - کاشفی 15ساختمان فرهنگ,05144232033-09035714470-05144240286-05144237033,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,سرخس,سرخس,سرخس - بلوار پاسداران- پاسداران 7 پلاک14,05134521559-05134539107-09151038870,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,فريمان,فريمان,فریمان، خیابان عدالت، عدالت5، مجتمع عدالت,05134639086-05134633356-05134639086,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,قوچان,قوچان,قوچان-بازار عشق آباد-خیابان شهید شکری-نبش شکری10,05147244433-05147242094-05147233822-05147222861,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,كاشمر,كاشمر,کاشمر خیابان امام خمینی۱۲پلاک۲۰,۰۵۱۵۵۲۲۸۸۸۷-۰۵۱۵۵۲۴۷۸۸۷-۰۵۱۵۵۲۲۸۸۷۶,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,كلات,كلات,خراسان رضوی-شهرستان کلات-خیابان امام خمینی 14-کوچه دانش,05134723137,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,گناباد,گناباد,چهارراه گیتی نورد طبقه پائین بانک سپه (انصار سابق),57220888-57257979-09386507807,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد,مشهد پسران,مشهد- خیابان فلسطین، کوچه فلسطین 19، پلاک88,05138410678-05138474672-05138475677 -05138413471,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد جنوب,مشهد جنوب دختران,مشهد -امام رضا 37 بعد از چهارراه چهارم سمت راست پلاک 143,05138581833-05138582650-05138582651,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد,مشهد دختران,مشهد-سناباد 50-پلاک97-کانون فرهنگی آموزش,05138468719-05138468721-05138468720,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد شرق,مشهد شرق پسران,بلوار اول طبرسی بین چهارراه گاز و طبرسی 52,0532717298-05132727970,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد شرق,مشهد شرق دختران,مشهد - میدان شهدا - خیابان عبادی7- پلاک39,05132293160,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد شمال غرب,مشهد شمال غرب پسران,خیابان قاسم آباد بین امامیه 42 و تقاطع چهارراه دکتر حسابی,05136204157-05136204158-05136204159-05136204160-05136228029-05136204156,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد شمال‌غرب,مشهد شمال‌غرب دختران,مشهد - قاسم اباد - بین امامیه 31و33- بلوار استاد یوسفی - نبش استاد یوسفی 22 پلاک 166,05136615856-05136616189,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد غرب,مشهد غرب پسران,بلوار وکیل آبادبین وکیل آباد 20و22 پلاک 496- جنب بانک تجارت,05138647282-05138946542-05138941833,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهد غرب,مشهد غرب دختران,مشهد بلوار وکیل آباد بین حافظ و سه راه آب و برق جنب رستوران مرادی پلاک616,05138944084-05137690777,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,مشهدجنوب,مشهدجنوب پسران,میدان بسیج - خیابان امام رضا- نبش امام رضا 44- پلاک 7,05138528987-05138529638,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان رضوی,نيشابور,نيشابور,خیابان 15 خرداد-11جنب بانک کشاورزی-کانون فرهنگی آموزش,055142227432-055142223728-055142227432,https://www.kanoon.ir/City/Agencies?state=2,2026-09-18T12:23:00+00:00
خراسان شمالی,آشخانه,آشخانه,آشخانه خیابان شهید مطهری کوچه شهید قلی زاده پلاک 53,05832920866-05832923217-05832923367-09156426005,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خراسان شمالی,اسفراين,اسفراين,خیابان فرومندی نبش فرومندی3 کانون فرهنگی آموزش,05837232974-05837237749-05837220292-09153692781,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خراسان شمالی,بجنورد 1,بجنورد 1 (پسران),"۱۷ شهریور جنوبی چهارراه آزادی (شهدای غواص) حاشیه آزادی نرسیده به آزادی ۱۶ پ ۱۲۹
ابتدایی: 09394283545
متوسطه اول :09391373089
متوسطه دوم :09154905675
ثبت نام:09154246731",09394283545-.9391373089-09154905675-09154246731,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خراسان شمالی,بجنورد 2,بجنورد 2 (دختران),بجنوردخیابان استقلال کوچه استقلال12دبیرستان علوم,05832250133-05832255228-05832412326,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خراسان شمالی,جاجرم,جاجرم,جاجرم خیابان مصطفی خمینی روبه رو مصطفی خمینی 4,05832277491-09902357197-09159834086-05832277687,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خراسان شمالی,راز و جرگلان,راز و جرگلان,راز- خیابان امام خمینی جنوبی- روبه‌روی مدیریت آموزش و پرورش,05832624560,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خراسان شمالی,شيروان,شيروان,شیروان - خیابان جنت - بین ورزش و رزاز - کانون فرهنگی آموزش قلم چی,05836224914-05836234100-05836221155-05836234100,https://www.kanoon.ir/City/Agencies?state=29,2026-09-18T12:23:00+00:00
خوزستان,آبادان,آبادان,ابادان- خیابان دبستان نبش نادری ساختمان سابق دبستان مهرگان - مجتمع آمورشی بهشت (قلم چی),090227582444-06153240583-06153240420-06153240553,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,اميديه,اميديه,امیدیه.بلوار امام علی.نرسیده ب مرکز تجاری.روبروی مهدکودک سمانه,09059125575,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,انديمشك,انديمشك,میدان خلیج فارس-جنب اداره مشترکین برق- نمایندگی کانون فرهنگی اموزش,06424225486-06424225361-06424223655-06424222409,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,اهواز,اهواز,اهواز ـ خیابان سلمان فارسی ـ نبش خیابان ادهم ـ جنب داروخانه فاطیما  طبقه سوم                  کانون فرهنگی آموزش قلم چی,-06132922643-06132219220,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,ايذه,ايذه,خوزستان ایذه خیابان خرمشهر جنب مسجد جامع                                                                   واحد برادران خیابان حافظ جنوبی,06143623771-06143622106-06143626487,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,باغ ملك,باغ ملك,باغملک خیابان امام روبه روی بانک رفاه کوچه سعدی,06143721766-06143725636-06143721766-06143722844,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,بندر امام خميني,بندر امام خميني,خوزستان-بندرامام خمینی-سربندر-فلکه فانوس بسمت فاز 3 طرح سبدی گاز ساختمان سنگ سفید پلاک 14,06152232218-06152232219-06152247263-06152221501,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,بهبهان,بهبهان پسران,خیابان کرم نسب نرسیده به آژانس تلفنی میلاد ساختمان قلم چی,06152823834-06152823835,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,بهبهان دختر پايه,بهبهان دختر پايه,بهبهان خیابان کرم نسب جنب چاپخانه لدنی مدرسه برتران ارجان,خانم رسولی:۰۹۳۸۴۴۶۵۲۴۲,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,بهبهان,بهبهان دختران,بهبهان میدان لاله-بعد از پل شهرداری-بلوار نیاکان,06152873288-06152876171-06152876170-09166713611,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,خرمشهر,خرمشهر,خرمشهر ،خیابان چهل متری ،بین فلکه الله و فلکه اردیبهشت ،جنب بیمه ی آسیا,۵۳۵۲۴۵۷۵ ۵۳۵۲۳۷۵۷,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,دزفول,دزفول,دزفول خیابان آفرینش بین شریعتی و طالقانی جنب دبیرستان حجاب,06142253650-06142253651-06142253652-06142220883,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,دشت آزادگان,دشت آزادگان,سوسنگرد خیابان سینما روبروی اداره ی برق کوچه محلاتی,06136751030,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,رامهرمز,رامهرمز,خوزستان - رامهرمز-خیابان طالقانی غربی خیابان شهید چراغزاده - روبروی شهرداری انتهای کوچه جنب کارواش محمد,06143520707-06143520707-06143535186-06143535186,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,زيدون,زيدون,زیدون-خیابان شهید غلامپور-جنب بخشداری-ساختمان پست قدیم,06152892481-06152893390-06152893322-06152893390,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,شادگان,شادگان,خوزستان- شادگان- عباس آباد-  خیابان آزادی - بعد مسجد امام حسن مجتبی - کوچه میثم- دبیرستان غیرانتفاعی باب الحوایج,06153724777,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,شوش دانيال,شوش دانيال,خوزستان -  شهرستان شوش خیابان شهید دانش بین میدان هفت تیر و بسیج - کانون فرهنگی آموزش,06425229894-06425264522-06425229895-06425222929,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,شوشتر,شوشتر,خیابان شریعتی غربی - روبروی سازمان آب و فاضلاب - جنب رستوران شمشاد,06136210013-06136210015-06136210016-06136219137,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,گتوند,گتوند,گتوند خیابان استقلال- ابتدای خیابان وحدت -کانون پویا,06136321321,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,لالي,لالي,خیابان طالقانی انتهای خیابان آزادگان,06143296040-06143296299-06143296040-06143296299,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,ماه شهر,ماه شهر,ناحیه صنعتی پشت فرهنگ سرای فردوسی کوچه قضات 2 مجتمع فرهنگی آموزشی حیاتی,06152343627-06152344298-06152344288-06152343623,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,مسجدسليمان,مسجدسليمان,مسجدسلیمان- خیابان آزادی- خیابان 17 شهریور جنب عینک سازی میلاد,06812226280-06812228805,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,هنديجان پسر,هنديجان پسر,هندیجان شمالی  - خیابان شریعتی - آموزشگاه علمی عصر علم,06152572788-06152570957,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
خوزستان,هنديجان دختر,هنديجان دختر,خیابان فرهنگیان خیابان نظامی کوچه سوم پلاک 390,06152573708-06152573708-09163531752-09163531752,https://www.kanoon.ir/City/Agencies?state=5,2026-09-18T12:23:00+00:00
زنجان,ابهر,ابهر,ابهر خیابان ولیعصر کوچه امامی آموزشگاه طلوع پلاک 16,02435224290-02435226306-02435271932,https://www.kanoon.ir/City/Agencies?state=23,2026-09-18T12:23:00+00:00
زنجان,خدابنده,خدابنده,میدان سهروردی-خیابان محیط زیست  صیاد شیرازی - ساختمان بهزادپور کانون فرهنگی آموزش,02424220888-02424210777,https://www.kanoon.ir/City/Agencies?state=23,2026-09-18T12:23:00+00:00
زنجان,خرمدره,خرمدره,خیابان سیدجمال الدین جنب بانک ملی آموزشگاه طلوع,02435536966,https://www.kanoon.ir/City/Agencies?state=23,2026-09-18T12:23:00+00:00
زنجان,زنجان,زنجان,"واحد بهار( کتابسرا) : سعدی شمالی خیابان بهار نبش دست نشان تلفن:  02433448888  و  02433448878
واحد تدبیر: سعدی وسط کوچه مستشیری، کوچه معجزاتی تلفن تماس : 02433329226
واحد بهمن: بزرگراه 22 بهمن روبه روی حسینیه عاشقان ثارالله  تلفن تماس  02433457523",02433448888-02433448878-02433329226,https://www.kanoon.ir/City/Agencies?state=23,2026-09-18T12:23:00+00:00
سمنان,بيارجمند,بيارجمند,بیارجمند - میدان قدس جنب دبیرستان فجرنور,02332674380,https://www.kanoon.ir/City/Agencies?state=21,2026-09-18T12:23:00+00:00
سمنان,دامغان,دامغان,دامغان بلوار شمالی رو به روی پارک ملت,35243400-35238180,https://www.kanoon.ir/City/Agencies?state=21,2026-09-18T12:23:00+00:00
سمنان,سمنان,سمنان,سمنان بلوار قائم خیابان شهید فخار پلاک 142,02333334365-02333330199-02333443021,https://www.kanoon.ir/City/Agencies?state=21,2026-09-18T12:23:00+00:00
سمنان,شاهرود,شاهرود,شاهرود- خیابان پیشوا - جنب کوچه 4- رو به روی فروشگاه جانبو,02332343521 و 02332331420,https://www.kanoon.ir/City/Agencies?state=21,2026-09-18T12:23:00+00:00
